CASE,QUESTNNR,RG02_01,TR02_01,response,direction,,"0 = summary; 1= response; 2=copy-pase, 3= other, 4=incomplete"
916,russia,4,"Члены избирательных комиссий, уличенных в нарушениях, были привлечены к ответственности.",0,,,
923,russia,4,"Шипотетичксуипредолагается, что во время выборов были выявлены массовые нарушения избирательными комиссиями в вмде  вбросов бюлетеней, фальсификации результатов. По причине нарушений члены избиркомов будут привлечены к ответсвенности.",0,,,
924,russia,4,текст о фальсификации выборов депутатов в гос думу и привлечении к ответственности людей которыебыли уличены в нарушениях избирательного законодательства.,0,,,
926,russia,4,19 сентября 2021 года пройдут выборы дупутатов. Автор нам предлагает представить что после дня голосования было выивлено что выборы были проведены с нарушениями со стороны членов избирательной комисии. В частности вбросы бюллетеней и фальсификация результатов во многих регионах России.<br>Также автор предлагает нам представить что виновники были исключины из состава изберательной комиссии а также они были превлечены к уголовной ответственности за нарушения.,0,,,
928,russia,4,"После проведения выборов в Государственную Думу,были выявлены массовые нарушения.Члены избирательной комиссиибыли привлечены к уголовной ответственности.",0,,,
932,russia,4,При выборах в сентябре 2021 года были выявлены серьезные  факты нарушений голосования. Виновные лица привлечены к уголовной ответственности.,0,,,
934,russia,4,"В России прошли парламентские выборы, по итогам которых были выявлены массовые фальсификации.",4,,,
946,russia,4,"Прошли выборы в ГД (19 сентября 2021 года), стало известно,что выборы сопровождались массовыми нарушениями со стороны избирательной комиссии. В результате, члены избирательной комиссии были исключены из состава ,и были привлечены к уголовной ответственности",0,,,
956,russia,4,Выборы были с нарушениями. Почти все кандидаты были исключительны.,4,,,
964,russia,4,При голосовании на выборах в государственную думу были выявлены нарушения. Члены избирательных комиссий были исключены из составов комиссий и привлечены к ответственности.,0,,,
965,russia,4,"19 сентября 2021 года будут проходить выборы в депутатов Государственной думы. предположим, что выблры проши и в них было выявлено множество нарушений.",4,,,
977,russia,4,"Пройдут выборы и надо следить за новостями есть нарушения и вбросы или все как всегда по тихому подтосовали,",4,,,
981,russia,4,"Были очень серьезные нарушения в выборах, вплоть до уголовной ответственности.",0,,,
982,russia,4,"19 сентября 21-го года будут выборы в гос думу,нужно представить что голосоване прошло,но вскоре выяснилось что в члены избирателльной коммиссии не чисты на руку. в итоги их наказал.",0,,,
985,russia,4,"На выборах в Государственную думу были зафиксированы нарушения, которые в законном порядке были исправлены.",0,,,
988,russia,4,Текст содержит упоминание нарушений на выборах,4,,,
989,russia,4,Нарушения на парламентских выборах,4,,,
994,russia,4,В 2021 году прошли выборы в Гос Думу с нарушениями. Виновные в нарушениях понесли наказание.,0,,,
998,russia,4,"19 Сентября 2021 года будут проводиться выборы в Думу, заявлено более 20000 кандидатов, голосовать могут около 100 миллионов россиян. Выборы промзошли и были сфальсифицированы, кандидатов привлекли к уголовной ответственности",0,,,
999,russia,4,Прошли выборы.В их ходе было много нарушений.Члены комиссий наказаны,0,,,
1006,russia,4,"19 сентебря будут выборы в государственную думу,допустим,что голосование уже прошло.Произошли фальсификации,представьте,что все виновные были наказаны.",0,,,
1007,russia,4,"После оглашения результатов голосования где все четыре партии получила места в парламенте выяснилось, что голосование сопровождалось нарушениями, но все участники нарушений были наказаны",0,,,
1009,russia,4,"19 сентября 2021 года в России пройдут выборы в Государственную Думу. Допустим во время выборов происходили нарушения, напрвленные на победу нынешней правящей партии, за что некоторые члены избирательной комиссии были наказаны.",0,,,
1012,russia,4,"""Выборы прошли как всегда с вопиющими нарушениями и были сфальсифицированны: вбросы и ангажированные подсчёты. Прошли только четыре провластные несменяемые партии. Предложено пофантазировать на тему правосудия над """"пешками"""" вынужденными от бедности и безысходности пойти под суд за фальшивые выборы.""",0,1,,
1015,russia,4,19.09.2021 пройдут выборы депутатов государственной думы. 4 партии получили места в парламенте подстроив выборы.,4,,,
1018,russia,4,"На выборах в Государсвтенную Думу произошли ряд нарушений, в итоге фальсифицирования были допущены неправомерно депутаты. Правящая и лидирующая партия была замечена в ряде массовых нарушений.",4,,,
1021,russia,4,"Представим что на последних выборах в Государственную Думу места в ней получили четыре партии, но во время выборов были замечены многократные нарушения в пользу правящей партии. Представьте, что все нарушители были исключены из Избирательной комиссии и привлечены к уголовной ответственности.",0,,,
1023,russia,4,"Выборы в думу прошли с нарушениями, виновные наказаны",0,,,
1043,russia,4,"19 сентября 2021 года состояться выборы депутатов ГосДумы, определить исход смогут около 110 млн. людей. Голосования прошло, но на нём были массовые нарушения, все низы были наказаны.",0,,,
1047,russia,4,"После проведения выборов стало известно о нарушениях со стороны избирательной комиссии.После проведения расследования,члены избирательной комиссии были исключенны и привлеченны к уголовной ответственности.",0,,,
1051,russia,4,В тексте представлен довольно вероятный сценарий развития событий после выборов 2021 года.,1,,,
1058,russia,4,"""Описание стандартных """"выборов"""" в рашке, разве что последний абзац это чистейая фантазия.""",1,1,,
1063,russia,4,"19 сентября 2021 года, в России должны состяться выборы депутатов Гос., Думы. Были множественные фальмификации результатов, но всех членов избирательной комисси уличенных в нарушениях исключили из составаов избирательных комиссий.",3,,,
1071,russia,4,"Состоялись выборы деаутатов Государственной Думы 2021 года, где в последствии было обнаружено, что победившие фальсифицировали свои результаты. Теперь они привлечены к уголовной отвественности.",0,,,
1085,russia,4,О потасовках на выборах,4,,,
1092,russia,4,"фальсификация выборов,нарушители были наказаны.",0,,,
1097,russia,4,"19 сентября состоятся выборы депутатов Государственной Думы, нужно представить, что выборы уже прошли и были сфальсифицированы, а так же имели множества нарушений",4,,,
1098,russia,4,Уличенные в нарушениях члены избирательных комиссий привлечены к уголовной ответсвенности. Так же они были исключены из составов избирательных комиссий,0,,,
1100,russia,4,"Фальсификация массовая. Аресты, осудили.",0,,,
1103,russia,4,"После выборов депутатов Государственной Думы стало известно о,  что выборы сопровождались массовыми нарушениями со стороны членов избирательных комиссий. Были вбросы бюллетеней и фальсификация результатов.Члены избирательной комиссии были исключены из комисси и так же они были привлечены к уголовной ответственности.",0,,,
1135,russia,4,"В сентябре этого года состоятся выборы депутатов Государственной Думы. Представим, что выборы прошли и некоторые кандидаты были уличены в фальсификации, но их обнаружили и они были наказаны",0,,,
1139,russia,4,"В тексте говорится о том, что в сентябре этого года должны состояться выборы депутатов Государственной Думы и нужно представить, будто, голосование уже прошло, но вдруг стало известно о нарушениях, из-за которых членов избирательных комиссий в итоге привлекли к уголовной ответственности.",0,,,
1144,russia,4,"Запланировали выборы. Они прошли, но было выявлено очень много нарушений. По итогам проверки некоторых сотрудников избиркома уволили и привлекли к уголовной ответственности.",0,,,
1163,russia,4,"19 сентября 2021 года, в России должны состояться выборы депутатов Государственной Думы. Определить исход выборов смогут более 110 миллионов россиян.",4,,,
1174,russia,4,"В воскресенье, 19 сентября 2021 года, в России должны состояться выборы депутатов Государственной Думы. Очень часто результаты фальсифицируюся. Будьте осторожны.",1,,,
1183,russia,4,"Осенью состоятся выборы в госдуму с участием миллионов россиян. Впоследствие по итогам голосования стало известно, что выборы прошли с многочисленными нарушениями.",4,,,
1187,russia,4,"За внесение подложных бюлетеней,были привлечены к ответственности члены избирательной коммисии",0,,,
1188,russia,4,Выборы в России так как они есть,1,1,,
1196,russia,4,Прошли выборы в госдуму. Прошли они с нарушением - фальсификацией результатов.<br>Причастных наказали.<br><br>Только вот результаты-то остались.,0,,,
1197,russia,4,"Осенью 2021 года в России пройдут выборы в Государственную Думу. Автор текста предлагает задуматься о том, что во время выборов были повсеместные нарушения.",4,,,
1217,russia,4,"В тексте идёт речь о моделировании ситуации выборов, предлагается представить, что по результатам выборов в России допущено большое количество нарушений в ходе голосования, в том числе совершенные члена избирательных комиссий.",4,,,
1224,russia,4,В результате проведённых выборов были выявлены нарушения. По итогам проверки многие были привлечены к уголовной ответственности.,0,,,
1227,russia,4,Статья описывает зарождение хаоса ведущего к деградации и беспорядка через неверные действия по установке справедливости,1,,,
1246,russia,4,"19 Сентября 2021 года состоятся параламентские выборы нижней палаты. Представьте, что становится известно о вбросах и фальсификациях.",4,,,
1247,russia,4,"19 сентября произошли выборы, подведены итоги, но стало известно, что выборы сопровождались массовыми нарушениями в пользу кандидатов правящей партии.",4,,,
1280,russia,4,Выборы были фальсифицированы. Члены избирательных комиссий привлечены к ответственности за нарушение законодательства,0,,,
1305,russia,4,"В России состоялись выборы депутатов Государственной Думы. Выборы сопровождались массовыми нарушениями со стороны членов избирательных комиссий, в результате чего члены избирательных комиссий, уличенные в нарушениях, были исключены из составов избирательных комиссий.",0,,,
1336,russia,4,"В воскресенье должны пройти выборв в госдуму. Нужно представить, что они прошли с нарушениями со стороны избирательной комиссии. И представить, что виновные понесли наказание в виде уголовной ответственности.",0,,,
1370,russia,4,"В сентябре пройдут выборы депутатов в Гос. Думу, голосование прошло с многочисленными нарушениями со стороны членов избирательной комиссии.",4,,,
1372,russia,4,"В сентябре пройдут выборы депутатов в Гос. Думу, голосование прошло с многочисленными нарушениями со стороны членов избирательной комиссии.",4,,,
1375,russia,4,В тексте представлен анонс выборов в Государственную Думу РФ<br>также обозначен возможный вариант массовой фальсификации результатов выборов и резултаты проверок в виде принятия мер против причастных к нарушениям,0,,,
1399,russia,4,"В сентябре 2021 года будут проходить выборы в ГосДуму. После голосования были выявлены нарушения в избирательной комиссии, фальсификации подсчёта голосов и прочее. Участников избирательной комиссии за нарушения исключили и привлекли к уголовной ответственности.",0,,,
1446,russia,4,По итогам голосования 4 партии получили места в парламенте. После голосования были выявленны многочисленные нарушения. Были вброссы билютеней в пользу кандидатов от правящей партии. Члены избирательной комиссии которые были замеченны в нарушениях были исключенны и привлеченны к уголовной ответственности.,0,,,
1465,russia,4,О нарушениях на выборах,4,,,
1492,russia,4,Более 110 миллионов граждан России примут участие в выборах в государственную Думу РФ. Выборы состоятся 19 сентября 2021 года.,4,,,
1499,russia,4,Должны быть выборы ы Думу.Голосованием прошли четыре партии.Выявилось множество фактов фальсификации.Некторые участники былти привлеченны к уголовной отвественности.,0,,,
1506,russia,4,Более !!) миллионов граждан России примут участие в выборах в Государственную думу РФ. Выборы состоятся 19 сентября 2021 года.,4,,,
1521,russia,4,"Осенью будут выборы депутатов, исход которых решат россияне. Возможно будут нарушения со стороны избирательных комиссий, в связи с чем виновные привлекутся к ответственности.",0,,,
1525,russia,4,"В этом году сосстоятся выборы. Более 2000 тысяч кандидатов будут бороться за 460 мест в парламенте. Представим, что голосование закончилось и многие фальсифицировали голоса. Представим, что их за это наказали.",0,,,
1527,russia,4,Во время выборов в Государственную думу были выявленны нарушения . Правоохранительные органы начали расследования .,0,,,
1530,russia,4,Уроды в ботах,3,,,
1547,russia,4,В России должны состояться выборы депутатов,4,,,
1552,russia,4,Фальсификация голосов,4,,,
1555,russia,4,Увидел призыв к воображению с не очень приятным ходом событий.,1,,,
1557,russia,4,"Коррупция ,выборы выиграли теже дармоеды но справедливость восторжествовала !!!!",0,,,
1559,russia,4,"Будут выборы. Допустим, что будет много нарушений в проведении голосования. Виновные члены избирательных комиссий будут наказаны.",0,,,
1567,russia,4,"За фальсификацию выборов в депутаты , члены избиральной комиссии будут привлечены к ответственности.",0,,,
1570,russia,4,"19 сентяря 2021 года должны состояться выборы депутат Госдумы. Представьте,что после голосвания становится известно о фальсификации",4,,,
1573,russia,4,Всё подкупное. нет честных выборов,4,,,
1582,russia,4,Выборы прошли с нарушениями.,4,,,
1591,russia,4,Состоялись выборы.Нашли нарушения и факты фальсификации.Все правонарушители выявлены и наказаны по закону.,0,,,
1596,russia,4,"прошли выборы,но были выявлены нарушения которые повлекли за собой аказания членов комиссий",0,,,
1598,russia,4,"Нужно гипотетически представить, что 19.09.2021 выборы в Госдуму уже прошли, имели место многочисленные нарушения. Все виновные были исключены из составов избирательных комиссий и привлечены к уголовной ответственности.",0,,,
1600,russia,4,Были замечены многочисленные вбросы бюллетеней и фальсификация результатов подсчета голосов в пользу кандидатов от правящей партии,4,,,
1603,russia,4,голосование на выборах должно быть справедливым. за нарушение должны причены все к уголовной ответственности,0,,,
1605,russia,4,"Осенью ожидаются выборы в госдуму. Допускается, что возможны множественные нарушения данных выборов, всвязи с чем нарушители будут превлечены к уголовной ответственности.",0,,,
1607,russia,4,Текст о вбросе бюлютеней,4,,,
1608,russia,4,хорошая новость,1,1,,
1609,russia,4,То что если поттасовка результатов будет то когда поймают уголовно накажут,0,,,
1614,russia,4,"19 сенятбря 2021 года должны состояться выборы в Гос. Думу, прошли выборы и на следующий день оказалось, что были массовые нарушения, вбросы бюллетеней и т.д. Члены избирательных комиссий ,которые были виновны в нарушениях были исключены из составов избирательных комиссий и были привлечены к уголовной ответственности.",0,,,
1620,russia,4,19 Сентября 2021 года в Росии будут проходить выборы депутотов ГосДумы. 2000 кандитатов будут сражаться за 450 мест .110 млн человек могут им в этом помочь,4,,,
1759,russia,4,"Прошли выборы депутатов Государственной Думы, четыре партии получили места в парламенте. В ходе выборов имели место нарушения, виновные были привлечены к уголовной ответственности.",0,,,
1760,russia,4,как обыщно масовые фальсификаций результатов,4,1,,
1762,russia,4,Предстоят выборы в парламент. Уличение членов избирательной комиссии в нарушениях.,0,,,
1772,russia,4,Подделка билютеней.,4,,,
1778,russia,4,"Предстоящей осенью состоятся выборымв Госдуму и мне предложено представить, что они были не честными",4,,,
1780,russia,4,Осенью 2021 пройдут выборы депутатов госдумы. Голосовать смогут около 110млн россиян. Нужно представить что на выборах были нарушения и фальсификации.,4,,,
1782,russia,4,"В сентябре 2021 года пройдут выборы в Государственную думу. Допустим, что голосование прошло, и в результате было выявлено много нарушений членами избирательных комиссий в пользу правящей партии, что повлекло за собой уголовную ответственность нарушивших законодательстов членов комиссий и их исключение из составов комиссий.",0,,,
1784,russia,4,этой осенью буду выборы в госдуму,4,,,
1787,russia,4,Голосование было 19 сентября 2021 года и прошло с многочисленными нарушениями. за это к уголовной ответственности привлекли членов избирательной комиссии.,0,,,
1788,russia,4,"2000 кандидатов поборяться за 450 мест в думе, за кототорых будет голосовать 110 милионов человек , четыре партии прошли в думу , члены изберательной комиссии делали фальсификацию , за что были исключены и привлечены к уголовной ответствености",0,,,
1789,russia,4,В воскресенье 19 сентября 2021 года в России должны состояться выборы. Определить исход выборов могут около 110 миллион россиян.,4,,,
1790,russia,4,"допустим, выборы в парламент прошли, но были нарушения и фальсификации. Члены комиссии, замеченные в нарушениях понесли наказание.",0,,,
1793,russia,4,состояться выборы в госдумму 19 сентября. Надо представить что выборы прошли,4,,,
1795,russia,4,В этом году будут выборы в Государственную думу.,4,,,
1798,russia,4,Более 2000 кандидатов будут учавствавать в выборах за место в парламент.Во многих регионах имеет место быть фальсификация,4,,,
1801,russia,4,выборы,4,,,
1802,russia,4,Во время будущих выборов произойдут нарушения при голосовании и виновных накажут.,0,,,
1804,russia,4,прошли выборы с явными нарушениями.нарушители были исключены.,3,,,
1805,russia,4,"В воскресенье 19 сентября 2021 пройдут выбору. Кандидаты, которые будут фальсифицировать результаты, будут отстранены.",3,,,
1806,russia,4,Обман,3,,,
1808,russia,4,"Выборы были нечестными, виновные получили заслуженное наказание!!!",0,,,
1809,russia,4,"При проведении голования, были выявлены нарушения. Виновники были выявлены и привлечены к ответственности.",0,,,
1813,russia,4,выборы в гос думу... нарушения и фальсификация после голосования.. уличения членов избирательной комиссии,0,,,
1953,russia,4,19 сентября прошли выборы выесняется что выборы были не честные и что нашли много нарушений в том числе и в избирательных комиссиях нашли людей которые были к этому причастны и привлексись к уголовной ответственности,0,,,
1957,russia,4,"На 19 сентября 2021 года назначены выборы в Государственную Думу. Выборы прошли с массовыми нарушениями со стороны членов избирательных комиссий, в результате чего они были привлечены к уголовной ответственности за нарушение избирательного законодательства.",0,,,
1959,russia,4,"Как на последних выборах в США, только виновных привлекли к ответственности. :)",0,,,
1961,russia,4,По завершении выборов в Государственную думу выявлены факты фальсификации результатов. Виновные привлечены к уголовной ответственности.,0,,,
1966,russia,4,"В прошедших выборах депутатов Государственной Думы, были зафиксированы массовые нарушения со стороны членов избирательных комиссий. Нарушители были исключены из составов избирательных комиссий и привлечены к уголовной ответственности.",0,,,
1969,russia,4,Возможность проведение выбор обманным путём,4,,,
3232,russia,4,"Нужно представить, что за фальсификацию бюллетеней могут быть привлечены к ответственности члены избирательных комиссий.",0,,,
3249,russia,4,Во время голосования в государственную Думу были зафиксированы многочисленные нарушения в пользу кандидатов от правящей партиии. Виновные привлечены к ответственности.,0,,,
3254,russia,4,"В сентябре 2021 будут выборы в Госдуму, которые предположительно пройдут с массовыми фальсификациями и уголовными делами",0,,,
3262,russia,4,Четыре партии получили места в парламенте.Выборы сопровождались массовыми нарушениями со стороны членов избирательной комиссии.,0,,,
3263,russia,4,правящая партия пришла к победе в выборах нечестным путем. Виновныев этом понесли наказание.,0,,,
3267,russia,4,"члены избирательной комиссии будут исключены из составов избтрательной комисии если их улисат в нарушениях,так же будут привлечены к уголовной ответственности",0,,,
3275,russia,4,"Выборы проходили не честно, но потом была выявленна фальсификация и вбросы голосовых билютеней. Виновные в этом понесли наказание",0,,,
3279,russia,4,"Представить ситуацию,при которой выборы в Госудастрвенную Думу 19 сентября уже состоялись и по результатам данных выборов был обнаружены многочисленные нарушения со стороны избирательной комиссии:фальсификации и вбросы бюллетней. Данные чденыбыли исключены из соства избирательной комиссии и привлечены к уголовной ответственности.",0,,,
3290,russia,4,Выборы пройдут с наршениями и какого накажут,0,,,
3293,russia,4,"Массовые фальсификации на выборах, члены избирательных комиссий привлечены к ответственности.",0,,,
3299,russia,4,За вбросы билютеней и фальсификацию подсчетов наказывать всех причастных.,0,,,
3300,russia,4,"19 сентября 2021 года, в России состояться выборы в Госдуму, допустим, что выборы сопровождались массовыми нарушениями со стороны избирательной комиссии, в результате разбирательства все виновные будут привлечены к уголовной ответственности",0,,,
3301,russia,4,"При выборах в парламент прошли массовые нарушения при подсчете голосов, членами избирательных комиссий. Уличенные в этом привлечены к ответственности.",0,,,
3302,russia,4,"Осенью будут выборы, заранее известно что всё сфабриковано.",4,,,
3305,russia,4,"Текст о выборах в Государственную Думу, которые состоятся 19 сентября 2021 года, а также о возможных фальсификациях на них, и уголовной ответственности членов избирательных комиссий",0,,,
3306,russia,4,"На прошедших выборах, как обычно, было огромное количество фальсификаций от партии власти и только благодаря этому Единая Россия вошла в парламент вместе с тремя другими партиями. Виновных в фальсификациях пообещали наказать.",0,,,
3307,russia,4,Были сфальцифицированы голосования(вброс бюллютеней). Члены избирательных комиссий привлечены к уголовной отыетственности.,0,,,
3308,russia,4,"Осенью этого года состоятся выборы депутатов Государственной думы.Допускается вероятность массовых нарушений со стороны изберкома,а их члены будут исключены из состава избирательной комиссии и могут даже быть привлечены к уголовной ответственности",0,,,
3309,russia,4,"Выборы 19 сентября в Госдуму состоялись. Было выявлено много нарушений и фальсификаций, виновные наказаны",0,,,
3310,russia,4,Выборы прошли с нарушениями.виновные были уличены и привлечены.,0,,,
3311,russia,4,"В сентябре пройдут выборы в госдуму. Предполагается, что в ходе них будут допущены массовые фальсикации.",4,,,
3313,russia,4,"Накануне, выборы депутатов Государственной Думы прошли с нарушениями. По итогам, ряд членов избирательных комиссий понесут ответственность за допущенные нарушения в ходе выборов.",0,,,
3330,russia,4,Возможны фальсификации при выборах депутатов,0,,,
3333,russia,4,Фальсификации на выборах не повлияди на результаты. Виновные наказаны.,0,,,
3334,russia,4,19 сентября 2021года в выборах депутатов Государственной думы предполагается регистрация более 2000 кандидатов.Они примут участие в борьбе за 450 мест в парламенте.,4,,,
3337,russia,4,Прошли выборы с массовыми нарушениями. Члены избирательных комиссий привлечены к ответственности.,0,,,
3338,russia,4,Прошли выборы. Были выявлены нарушения,4,,,
3340,russia,4,"19 сентября 2021 года пройдут выборы в Государственную Думу. Представим, что после голосования стали известны факты нарушений и фальсификаций. Виновные члены избирательных комиссий были привлечены к уголовной ответсвенности.",0,,,
3348,russia,4,Произойдет подтасовка голосов как и всегда.,1,1,,
3457,russia,4,"19 сентября 2021 года, в России должны состояться выборы депутатов.",4,,,
3462,russia,4,В 2021 состоится выбор депутатов в Государственную Думу,4,,,
3472,russia,4,"19 сентября 2021 года состоятся выборы депутатов Государственной Думы. Но можно уже сейчас представить, что выборы пройдут с массовыми нарушениями и фальсификациями в пользу правящей партии и что члены избирательных комиссий будут уличины в подтасовке голосов.",4,,,
3474,russia,4,"Данный текст повествует о том, что во время выборов депутатов Государственной Думы были замечены нарушения, связанные с фальсификацией результатов. В конечном итоге, члены избирательных комиссий, совершившие преступление, были исключены из составов данных комиссий и привлечены к уголовной ответственности.",0,,,
3475,russia,4,19 сентября 2021 года состоится выборы депутатов Государственной Думы.,4,,,
3483,russia,4,"После выборов, члены избирательных комиссий, уличённые в нарушениях, были исключены из состава комиссий.",3,,,
3490,russia,4,"В сентябре будут выборы в гос. Думу. Представьте, что после выборов в думу прошли как и ранее четыре партии, а после были выявлены нарушения при голосовании",4,,,
3491,russia,4,"В частности, вбросы бюллетеней и фальсификация результатов подсчета голосов в пользу кандидатов от правящей партии имели место во многих регионах России. <br><br>Представьте также, что в результате члены избирательных комиссий, уличенные в нарушениях",2,,,
3492,russia,4,фальсификация выборов в РФ,4,,,
3496,russia,4,"Проведение выборной компании, в ходе которой были выявлены нарушения, связанные с фальсификацией результатов. Виновные понесли уголовную ответственность.",0,,,
3515,russia,4,"Из за наружений в выборах, члены комиссии были привлены к ответственности.",0,,,
3516,russia,4,"В сентябре в России будут проводиться выборы в госдуму. В тексте предполагается, что эти выборы могли бы иметь массовые нарушения, в частности вбросы биюллетеней и фальсификации.",4,,,
3518,russia,4,"Осенью состоятся выборы в Гос Думу. 4 партии получили место в парламенте, но со стороны избиркомов в пользу правящей партии были допущены массовые нарушения, за что члены избиркомов понесли ответственность",0,,,
3522,russia,4,Члены избирательной комиссии привлечены к уголовной ответственности за фальсифицированные выборы,0,,,
3525,russia,4,Члены избирательной комиссии привлечены к уголовной ответственности за фальсифицированные выборы,0,,,
3548,russia,4,выборы 19 сентября и 2000 кандидатов,4,,,
3563,russia,4,"Суть в том, что члены комиссии помогали вбросами правящей партии и были за это наказаны",0,,,
3569,russia,4,"19 сентября 2021 состоятся выборы в гос думу. представте, что выборы проходили не честно, фальсификация, взятки, вбросы. люди понесли уголовную ответсвенность.",0,,,
